degree,coefficients,input_sequence,target_sequence
2,"-5,-3,-10,0,0,0","-474,-347,-240,-153,-86,-39,-12,-5,-18,-51",-104
1,"8,-8,0,0,0,0","-80,-88,-96,-104,-112,-120,-128",-136
5,"6,-3,2,9,-8,8","21166,53844,118418,234094,426606,729176,1183474,1840578",2761934
4,"2,-7,-10,-3,10,0","1278892,1571862,1912472,2305624,2756460",3270362
2,"-9,-9,-1,0,0,0","-171,-199,-229,-261,-295,-331,-369",-409
1,"-8,4,0,0,0,0","-56,-52,-48,-44,-40,-36,-32,-28,-24",-20
3,"-9,-10,-4,10,0,0","90627,104315,119315,135687,153491,172787",193635
3,"0,5,6,-8,0,0","18525,14628,11319,8550,6273",4440
2,"-6,-1,-5,0,0,0","-24,-10,-6,-12,-28,-54,-90,-136,-192",-258
2,"-1,-3,10,0,0,0","1029,836,663,510,377,264,171,98",45
1,"-4,-8,0,0,0,0","84,76,68,60,52,44,36,28,20,12",4
4,"-2,-10,-5,-10,2,0","170910,134023,103430,78375,58150,42095,29598,20095,13070,8055",4630
5,"-5,5,-9,2,7,-9","-125387141,-150553737,-179608025,-212983955,-251146629,-294593381,-343854857,-399496095,-462117605",-532356449
1,"5,6,0,0,0,0","77,83,89,95,101,107",113
4,"8,-8,-2,10,-5,0","-25656,-15469,-8656,-4377,-1912,-661,-144,-1,8,3",-16
3,"8,-3,2,-4,0,0","5607,4238,3113,2208,1499,962,573,308,143",54
2,"-10,-2,-9,0,0,0","-17,-10,-21,-50,-97,-162,-245,-346,-465",-602
4,"9,2,-4,-4,-2,0","-16411,-10539,-6407,-3631,-1875,-851,-319,-87,-11",5
5,"3,3,5,-7,-4,-9","28217943,21813371,16628601,12480417,9204947",6656583
3,"-2,9,-1,-1,0,0","-24971,-27632,-30475,-33506,-36731,-40156",-43787
4,"4,-5,0,2,-2,0","-750121,-878926,-1023647,-1185544,-1365925,-1566146,-1787611,-2031772,-2300129,-2594230",-2915671
3,"-8,-3,4,2,0,0","-7128,-5813,-4670,-3687,-2852,-2153",-1578
4,"1,3,-7,7,5,0","56331,81709,114805,157041,209959",275221
1,"1,-6,0,0,0,0","115,109,103,97,91,85",79
1,"-3,-6,0,0,0,0","-165,-171,-177,-183,-189,-195,-201,-207,-213",-219
3,"-4,-1,4,-7,0,0","-4792,-6614,-8848,-11536,-14720,-18442",-22744
2,"-7,0,-9,0,0,0","-4363,-4768,-5191,-5632,-6091,-6568",-7063
3,"0,-5,6,4,0,0","-140,-39,2,7,0",5
4,"-2,-5,-6,-5,-4,0","-126310,-168632,-220802,-284242,-360470,-451100,-557842,-682502,-826982,-993280",-1183490
2,"-3,9,-7,0,0,0","-2701,-2433,-2179,-1939,-1713,-1501",-1303
2,"9,10,10,0,0,0","9,29,69,129,209,309,429,569",729
1,"-10,-9,0,0,0,0","-109,-118,-127,-136,-145,-154,-163,-172,-181,-190",-199
1,"-4,-8,0,0,0,0","-108,-116,-124,-132,-140,-148,-156,-164,-172,-180",-188
2,"-3,8,-9,0,0,0","-2179,-2468,-2775,-3100,-3443,-3804,-4183,-4580",-4995
1,"5,7,0,0,0,0","201,208,215,222,229,236,243,250,257",264
4,"5,-3,-10,3,-10,0","-823,-2535,-6135,-12685,-23487,-40083,-64255,-98025,-143655,-203647",-280743
1,"8,4,0,0,0,0","-44,-40,-36,-32,-28,-24,-20,-16",-12
2,"7,4,9,0,0,0","2247,1972,1715,1476,1255,1052,867,700",551
3,"10,-5,10,2,0,0","1634,2233,2960,3827,4846,6029,7388",8935
2,"-3,8,5,0,0,0","2370,2593,2826,3069,3322",3585
1,"5,9,0,0,0,0","-148,-139,-130,-121,-112,-103,-94,-85,-76,-67",-58
4,"7,-2,1,8,-4,0","-466193,-373058,-294617,-229238,-175385,-131618,-96593,-69062,-47873",-31970
3,"-5,2,2,6,0,0","13541,16879,20725,25115,30085,35671,41909,48835,56485",64895
5,"8,6,9,-9,4,3","815264,1209957,1744296,2452373,3373416,4552149",6039152
4,"-3,-10,6,5,-2,0","-528,-1359,-2866,-5331,-9084,-14503,-22014,-32091,-45256",-62079
3,"-3,-4,-3,2,0,0","-8899,-7368,-6023,-4852,-3843,-2984,-2263,-1668,-1187,-808",-519
2,"5,9,7,0,0,0","1715,1941,2181,2435,2703,2985,3281",3591
3,"2,-1,-7,9,0,0","153428,172019,192054,213587,236672,261363,287714,315779,345612,377267",410798
1,"5,-7,0,0,0,0","145,138,131,124,117,110,103,96,89,82",75
4,"-6,3,10,5,6,0","289074,218688,162026,117174,82362,55964,36498,22626,13154,7032",3354
5,"-2,-4,-2,4,10,-6","9334188,6929982,5048608,3599790,2504292,1693198,1107192,695838",416860
5,"8,7,-1,-6,-5,6","86787,173056,317105,543978,885079",1378892
5,"-1,9,3,-3,4,-4","36989,15404,5323,1376,209,4,-1,8",-59
3,"-3,5,-5,-1,0,0","-16587,-18628,-20829,-23196,-25735,-28452,-31353,-34444,-37731",-41220
3,"7,-4,-5,3,0,0","103,237,451,763,1191,1753,2467,3351,4423",5701
2,"-7,1,-7,0,0,0","-187,-123,-73,-37,-15,-7,-13",-33
5,"-7,4,-4,-2,-3,7","-23627,-7895,-1945,-287,-23,-7,-5,145,1373",6217
2,"1,-10,-8,0,0,0","-461,-591,-737,-899,-1077",-1271
3,"0,-3,10,-6,0,0","-236,-515,-954,-1589,-2456,-3591,-5030,-6809",-8964
4,"-5,-4,-10,5,-4,0","-312482,-394061,-490680,-604085,-736118",-888717
4,"3,6,4,9,-9,0","-996081,-794849,-625757,-485187,-369737,-276221,-201669,-143327,-98657",-65337
5,"0,-8,-10,-7,-10,10","-12480,-3117,-448,-15,0",-25
5,"5,-1,10,0,1,-10","19003919,14285003,10553877,7646645,5418635,3743199,2510513,1626377,1011015,597875",332429
5,"-2,-2,-1,10,-2,-3","1910,292,-18,-10,-2,0,-58",-638
1,"-7,-1,0,0,0,0","-34,-35,-36,-37,-38,-39,-40",-41
3,"-4,-5,0,-8,0,0","-46750,-54971,-64104,-74197,-85298,-97455",-110716
2,"3,7,-6,0,0,0","-4840,-5187,-5546,-5917,-6300",-6695
3,"2,9,2,-7,0,0","56622,48566,41312,34818,29042,23942",19476
1,"-10,5,0,0,0,0","105,110,115,120,125,130,135,140",145
1,"-1,-10,0,0,0,0","49,39,29,19,9",-1
3,"10,-3,-9,-10,0,0","65408,55468,46590,38714,31780,25728,20498,16030",12264
2,"-5,-2,9,0,0,0","7506,8035,8582,9147,9730",10331
1,"2,8,0,0,0,0","58,66,74,82,90,98,106",114
1,"6,-10,0,0,0,0","-104,-114,-124,-134,-144",-154
5,"4,8,9,5,-4,7","-23076556,-17885171,-13673264,-10295179,-7620476,-5533091,-3930496,-2722859,-1832204,-1191571",-744176
3,"9,-8,-6,-5,0,0","-127214,-140631,-154960,-170231,-186474,-203719",-221996
3,"10,-6,10,4,0,0","22,10,18,70,190,402,730,1198,1830,2650",3682
4,"-1,-7,7,-8,4,0","132985,176969,231055,296683,375389,468805,578659",706775
4,"0,-1,-3,-9,-8,0","-2780376,-3267525,-3816046,-4430889,-5117196,-5880301,-6725730",-7659201
4,"9,9,9,1,2,0","99774,75735,56338,40941,28950,19819,13050",8193
4,"0,-8,7,4,4,0","445356,551095,674640,817887,982828,1171551,1386240,1629175,1902732",2209383
1,"-1,4,0,0,0,0","35,39,43,47,51,55,59",63
2,"4,-8,-3,0,0,0","-2751,-2936,-3127,-3324,-3527,-3736,-3951,-4172,-4399,-4632",-4871
2,"6,1,-9,0,0,0","-1072,-1278,-1502,-1744,-2004,-2282,-2578,-2892",-3224
2,"-7,5,-9,0,0,0","-3351,-3013,-2693,-2391,-2107",-1841
1,"-6,6,0,0,0,0","150,156,162,168,174,180,186,192,198,204",210
3,"-9,10,1,5,0,0","53935,61585,69927,78991,88807,99405,110815",123067
5,"-1,-2,-2,9,8,4","-6771565,-5056022,-3707361,-2663296,-1869029,-1276770,-845257,-539276,-329181",-190414
3,"4,4,9,10,0,0","251579,278224,306687,337028,369307,403584,439919,478372,519003",561872
1,"5,-4,0,0,0,0","-47,-51,-55,-59,-63,-67,-71,-75",-79
2,"-8,-3,-7,0,0,0","-62,-30,-12,-8,-18",-42
2,"4,-1,4,0,0,0","2479,2682,2893,3112,3339,3574,3817,4068",4327
1,"-7,9,0,0,0,0","101,110,119,128,137,146,155",164
4,"1,-7,-6,-5,6,0","-11,19,277,1093,2941",6439
5,"0,4,-7,4,-5,-6","8079794,5945536,4287990,3022460,2074930",1381344
1,"3,-8,0,0,0,0","-53,-61,-69,-77,-85,-93,-101,-109,-117",-125
4,"-10,-6,5,7,-3,0","-52579,-36450,-24337,-15514,-9327,-5194,-2605,-1122,-379,-82",-9
4,"10,-6,-2,7,9,0","892,2706,6430,13078,23880,40282,63946",96750
4,"-8,-3,8,-8,-10,0","-266651,-192356,-134769,-91178,-59111,-36336,-20861,-10934",-5043
2,"-10,7,8,0,0,0","155,90,41,8,-9",-10
2,"2,3,4,0,0,0","1244,1107,978,857,744",639
4,"5,-6,-8,4,-10,0","-1029127,-1278771,-1571315,-1911415,-2303967",-2754107
5,"-6,-1,8,5,2,10","-2454330,-1586910,-984196,-580362,-321534,-164590,-75960",-30426
4,"6,-9,8,4,-4,0","5,-12,-165,-670,-1839,-4080,-7897,-13890,-22755",-35284
3,"2,-4,-1,5,0,0","-8734,-6730,-5058,-3688,-2590,-1734,-1090,-628",-318
1,"-10,6,0,0,0,0","-40,-34,-28,-22,-16,-10,-4,2",8
2,"-7,5,-6,0,0,0","-253,-182,-123,-76,-41,-18,-7,-8,-21,-46",-83
4,"-6,-5,9,7,6,0","80,7,-6,11,172,735",2102
5,"0,-6,-3,-10,10,5","52576100,63798696,76859766,91976360,109381968,129327120,152079986,177926976",207173340
3,"2,-1,2,2,0,0","16782,19385,22244,25371,28778,32477",36480
2,"4,-10,3,0,0,0","477,404,337,276,221",172
3,"-10,-4,5,-6,0,0","-1851,-2794,-4015,-5550,-7435,-9706",-12399
4,"-9,0,-7,8,-9,0","-1230297,-993717,-793025,-624393,-484209,-369077,-275817,-201465,-143273,-98709",-65457
3,"5,-2,-6,-4,0,0","-25303,-29635,-34435,-39727,-45535,-51883,-58795,-66295,-74407,-83155",-92563
4,"9,-7,-6,5,-1,0","-166640,-135945,-109692,-87431,-68736,-53205,-40460,-30147",-21936
3,"-1,5,-1,6,0,0","53,167,387,749,1289,2043,3047,4337,5949,7919",10283
4,"-8,7,5,3,1,0","7422,4708,2816,1560,778,332,108,16,-10",-12
5,"-1,10,-9,-9,9,-8","-201,-1510,-6569,-20676,-52753",-116306
3,"-10,-9,-5,-4,0,0","-73928,-82630,-91990,-102032,-112780,-124258,-136490",-149500
4,"-1,9,7,-4,-9,0","-571793,-440686,-333523,-247196,-178813",-125698
3,"10,-5,-7,7,0,0","-30374,-25115,-20500,-16487,-13034",-10099
2,"7,9,-9,0,0,0","-1631,-1397,-1181,-983,-803,-641,-497,-371,-263,-173",-101
1,"-4,5,0,0,0,0","-9,-4,1,6,11,16,21,26,31",36
3,"9,7,-8,3,0,0","-6411,-5029,-3861,-2889,-2095,-1461,-969",-601
4,"3,7,4,5,-3,0","-423944,-342915,-274088,-216173,-167952,-128279",-96080
4,"2,9,1,3,-7,0","-106456,-72988,-48112,-30214,-17848,-9736,-4768,-2002,-664,-148",-16
4,"5,-1,-1,-5,9,0","472295,359287,267883,195137,138319,94915,62627,39373,23287",12719
2,"-6,6,5,0,0,0","362,453,554,665,786,917,1058,1209",1370
3,"5,2,6,1,0,0","13601,15392,17333,19430,21689,24116,26717,29498,32465,35624",38981
4,"4,-4,-1,-8,-4,0","-12421,-20572,-32189,-48136,-69373,-96956,-132037",-175864
3,"1,-6,10,6,0,0","18341,22411,27041,32267,38125,44651,51881,59851,68597,78155",88561
3,"-7,4,-1,-6,0,0","-73446,-83431,-94282,-106035,-118726",-132391
1,"-1,-5,0,0,0,0","24,19,14,9,4,-1,-6,-11,-16,-21",-26
5,"-5,1,4,6,4,5","7464015,9904045,12944391,16689615,21255775,26771025,33376215,41225491,50486895",61342965
2,"-8,-10,-9,0,0,0","-519,-664,-827,-1008,-1207",-1424
3,"-9,-9,10,-3,0,0","-72279,-80051,-88361,-97227,-106667,-116699,-127341,-138611,-150527",-163107
4,"1,6,-7,-10,3,0","19361,29833,43993,62609,86521,116641,153953",199513
3,"-8,7,-5,9,0,0","154978,173683,193836,215491,238702",263523
5,"-4,-4,4,-9,-10,4","22839479,28410524,35018021,42800156,51906875,62500364,74755529",88860476
3,"1,2,-10,9,0,0","-76039,-65378,-55763,-47140,-39455",-32654
4,"4,4,6,-2,2,0","7588,12190,18644,27394,38932,53798",72580
3,"10,-9,0,-3,0,0","-59282,-66098,-73418,-81260,-89642,-98582",-108098
1,"-3,-6,0,0,0,0","-153,-159,-165,-171,-177",-183
3,"-4,-5,7,2,0,0","1428,1976,2646,3450,4400,5508",6786
3,"-3,-6,-6,8,0,0","189889,210417,232373,255805,280761,307289,335437,365253,396785",430081
3,"0,4,6,4,0,0","2464,3438,4640,6094,7824",9854
5,"6,5,4,5,-8,-2","-959342,-1368396,-1905894,-2599850,-3482070,-4588392",-5958926
1,"10,-10,0,0,0,0","-140,-150,-160,-170,-180",-190
5,"-4,-7,5,-10,2,10","7662266,10577036,14317804,19048802,24954710,32241856",41139416
3,"-5,-6,-5,-3,0,0","1259,821,499,275,131",49
3,"-8,-7,-6,-2,0,0","-16025,-18548,-21323,-24362,-27677,-31280,-35183,-39398",-43937
1,"-9,-6,0,0,0,0","-153,-159,-165,-171,-177,-183,-189",-195
1,"10,5,0,0,0,0","130,135,140,145,150,155,160,165,170",175
3,"-6,0,10,-8,0,0","-36420,-43422,-51268,-60006,-69684,-80350,-92052,-104838,-118756,-133854",-150180
5,"1,-10,-3,-10,-6,-5","1,-33,-367,-2027,-7383,-20749,-48983,-102087",-193807
5,"9,-1,-6,-3,8,6","20453589,26030013,32760979,40817097,50385009",61668109
1,"0,1,0,0,0,0","7,8,9,10,11",12
3,"10,-9,-9,4,0,0","878,1410,2116,3020,4146,5518,7160,9096",11350
5,"3,-8,7,-5,4,3","27639,58600,112515,200244,335623,535824,821715,1218220,1754679",2465208
2,"-1,-7,2,0,0,0","1371,1478,1589,1704,1823,1946,2073,2204,2339,2478",2621
5,"7,-5,-5,1,9,-3","-61281,-117812,-209543,-350706,-558917,-855536,-1266027,-1820318",-2553161
5,"7,3,1,5,-9,-1","-10878833,-13202418,-15905519,-19032644,-22631637",-26753798
2,"5,1,8,0,0,0","644,509,390,287,200,129,74,35",12
4,"-4,2,4,2,5,0","1986921,2322784,2699537,3120372,3588601,4107656",4681089
5,"6,1,-1,-10,4,-8","-191430864,-225637958,-264569818,-308699880,-358532204,-414602434",-477478758
1,"8,-9,0,0,0,0","17,8,-1,-10,-19,-28,-37,-46",-55
5,"-1,-7,-10,-9,-5,9","-558433,-311369,-160623,-74839,-30341,-10053,-2419",-323
5,"-8,8,-10,-5,6,-1","4195832,3288550,2545192,1942514,1459576,1077622",779960
5,"-3,2,0,-3,-10,-1","-23422731,-27657071,-32480943,-37953675,-44138435,-51102351,-58916631,-67656683,-77402235",-88237455
4,"5,-10,7,10,6,0","338930,435813,552114,690269,852858,1042605,1262378,1515189,1804194",2132693
2,"3,6,-10,0,0,0","-685,-529,-393,-277,-181,-105,-49,-13",3
3,"1,5,-9,-8,0,0","1,-11,-89,-281,-635,-1199,-2021",-3149
4,"-8,-8,6,-5,-5,0","-757448,-615000,-493640,-391178,-305544,-234788",-177080
4,"10,-5,2,-3,1,0","7160,10845,15790,22253,30516,40885",53690
3,"-8,-10,3,1,0,0","412,616,874,1192,1576",2032
4,"10,3,-7,0,-8,0","-33182,-53018,-80660,-117932,-166850,-229622,-308648",-406520
4,"-9,6,0,-3,-7,0","-639,-1969,-4729,-9693,-17803,-30169,-48069,-72949",-106423
3,"-2,2,4,7,0,0","-8857,-6622,-4799,-3346,-2221",-1382
1,"9,8,0,0,0,0","-39,-31,-23,-15,-7",1
4,"5,1,-8,-7,-7,0","-5866165,-6680836,-7577563,-8561680,-9638689,-10814260,-12094231,-13484608,-14991565,-16621444",-18380755
3,"1,0,0,-8,0,0","-110591,-124999,-140607,-157463,-175615,-195111",-215999
4,"-9,7,8,-3,-8,0","-115,-645,-2093,-5149,-10695",-19805
5,"-10,3,-6,-4,-5,-10","157112,71900,28450,9098,2060,232,-10",-10
1,"-4,-3,0,0,0,0","32,29,26,23,20,17",14
5,"-3,4,-4,-7,9,-9","2437581,1590014,996557,595230,335069,175046,82989,34502,11885,3054",461
3,"-5,-3,-5,-2,0,0","-7925,-9525,-11327,-13343,-15585,-18065,-20795,-23787,-27053,-30605",-34455
3,"3,-5,9,9,0,0","-3989,-2608,-1587,-872,-409,-144",-23
1,"-4,3,0,0,0,0","65,68,71,74,77,80,83,86,89",92
2,"-1,-3,8,0,0,0","934,1115,1312,1525,1754",1999
5,"6,1,-10,0,-1,1","7625118,9368781,11417672,13810209,16587906,19795493,23481036,27696057,32495654",37938621
2,"-4,-7,4,0,0,0","557,466,383,308,241,182,131,88,53",26
4,"-7,-6,10,-10,3,0","495110,600989,722998,862697,1021718,1201765,1404614",1632113
2,"7,9,-7,0,0,0","-1863,-2099,-2349,-2613,-2891,-3183,-3489,-3809,-4143",-4491
4,"0,-8,-10,1,-4,0","-636160,-773241,-931392,-1112671,-1319232,-1553325",-1817296
2,"5,1,5,0,0,0","1607,1433,1269,1115,971,837,713",599
4,"10,-10,-4,-1,-1,0","-640014,-735314,-840890,-957456,-1085750,-1226534,-1380594,-1548740,-1731806",-1930650
1,"-1,-1,0,0,0,0","-13,-14,-15,-16,-17,-18,-19,-20,-21",-22
2,"-9,10,-8,0,0,0","-867,-1041,-1231,-1437,-1659,-1897,-2151",-2421
2,"10,-1,-5,0,0,0","-12,-38,-74,-120,-176,-242",-318
1,"-8,5,0,0,0,0","-73,-68,-63,-58,-53,-48,-43,-38,-33,-28",-23
4,"8,-5,2,-9,10,0","34,8,6,94,578,2004,5158,11066",20994
4,"7,-10,8,10,6,0","75621,50907,32821,20055,11445,5971,2757,1071,325",75
4,"8,-8,0,0,-7,0","-4327,-1752,-535,-88,9,8,-7,-120,-583,-1816",-4407
2,"10,2,-6,0,0,0","-3398,-3690,-3994,-4310,-4638,-4978",-5330
3,"10,2,-6,6,0,0","-212,-66,-4,10,12,38,124",306
2,"2,5,8,0,0,0","3635,3984,4349,4730,5127,5540,5969,6414",6875
3,"-1,-7,-3,-6,0,0","-30465,-36091,-42371,-49341,-57037",-65495
1,"8,2,0,0,0,0","-4,-2,0,2,4,6",8
4,"9,-1,-6,-3,1,0","133589,164040,199395,240152,286833,339984,400175",468000
2,"10,-2,-7,0,0,0","-2830,-3119,-3422,-3739,-4070,-4415,-4774,-5147",-5534
4,"6,5,8,2,-6,0","-792845,-639012,-508719,-399434,-308769,-234480,-174467",-126774
4,"2,-10,4,10,-9,0","-1239843,-1001626,-799491,-629598,-488323,-372258,-278211,-203206,-144483",-99498
5,"-6,-7,5,0,-2,5","-833861,-519436,-307905,-171662,-88549,-41256",-16721
4,"8,-8,6,8,2,0","909808,1058416,1224512,1409416,1614496,1841168",2090896
3,"-10,-7,-2,-3,0,0","19978,16964,14270,11878,9770,7928,6334,4970,3818,2860",2078
1,"5,-1,0,0,0,0","17,16,15,14,13,12,11,10,9",8
1,"9,7,0,0,0,0","44,51,58,65,72,79,86",93
3,"6,-3,-9,-3,0,0","-609,-984,-1485,-2130,-2937,-3924",-5109
4,"-5,3,8,3,6,0","1719843,2036803,2395695,2800065,3253603,3760143,4323663,4948285,5638275",6398043
1,"-9,-6,0,0,0,0","69,63,57,51,45",39
4,"5,9,5,-4,-6,0","-3263485,-3771567,-4336771,-4963225,-5655201,-6417115,-7253527,-8169141",-9168805
2,"3,7,6,0,0,0","3061,3338,3627,3928,4241,4566,4903",5252
1,"0,4,0,0,0,0","100,104,108,112,116",120
1,"0,10,0,0,0,0","170,180,190,200,210",220
4,"0,-1,-1,-9,5,0","2,150,684,1970,4494,8862,15800,26154,40890",61094
5,"-9,9,1,-2,-7,-5","-275,-1809,-6997,-20189,-48303,-101425",-193409
5,"-7,-1,8,5,1,-4","2177567,1504106,1008581,653162,405803,239762,133121,68306,31607,12698",4157
4,"6,3,-9,1,1,0","42,-30,-28,-6,6,2",0
3,"8,-4,3,8,0,0","-45604,-38361,-31928,-26257,-21300,-17009,-13336",-10233
4,"-10,10,-6,-10,-10,0","-308474,-412646,-541210,-697706,-885914,-1109854,-1373786,-1682210,-2039866",-2451734
3,"4,-7,-10,5,0,0","28,136,344,682,1180,1868,2776,3934,5372",7120
4,"-7,4,-3,-8,7,0","1553237,1860049,2210201,2607593,3056293,3560537,4124729,4753441",5451413
1,"7,3,0,0,0,0","97,100,103,106,109",112
5,"7,3,-4,-3,9,10","-2297117,-1475258,-907423,-529598,-289553,-145642,-65603,-25358",-7813
2,"7,3,-8,0,0,0","-668,-529,-406,-299,-208,-133,-74,-31,-4",7
2,"2,2,6,0,0,0","2130,1910,1702,1506,1322,1150,990,842",706
2,"-5,10,8,0,0,0","427,317,223,145,83,37,7",-7
3,"7,-9,-1,-7,0,0","-56573,-65450,-75211,-85898,-97553,-110218,-123935",-138746
3,"-6,7,5,-4,0,0","-34698,-40024,-45868,-52254,-59206,-66748,-74904,-83698,-93154",-103296
5,"7,0,9,-4,-9,-5","-7529,-21518,-51077,-106568,-202169,-356474,-593093,-941252",-1436393
5,"0,-6,-2,-3,9,-4","-35595150,-43466956,-52673328,-63377160,-75754090,-89992980,-106296396,-124881088,-145978470",-169835100
3,"2,-9,2,2,0,0","452,723,1082,1541,2112,2807,3638,4617",5756
4,"0,7,9,8,-2,0","-38918,-27170,-18288,-11768,-7154,-4038",-2060
2,"-5,-4,9,0,0,0","64,123,200,295,408,539,688",855
1,"1,1,0,0,0,0","-7,-6,-5,-4,-3,-2,-1",0
5,"6,-6,-4,4,-8,3","38870853,46798366,55969223,66524226,78614425,92401478,108058011",125767978
5,"7,-4,-4,-4,-2,-7","-84156689,-101586980,-121792937,-145093634,-171831713,-202374224,-237113465",-276467822
2,"6,-9,9,0,0,0","654,816,996,1194,1410,1644,1896,2166",2454
1,"5,4,0,0,0,0","5,9,13,17,21,25,29,33,37,41",45
4,"-1,-4,8,-4,-10,0","-2161,-619,-89,5,-1,-11,-169,-859",-2705
5,"8,-5,-6,3,3,-10","-160159,-314272,-569143,-967642,-1563367,-2421844,-3621727,-5255998",-7433167
3,"1,9,7,3,0,0","64396,71597,79316,87571,96380,105761,115732,126311,137516,149365",161876
5,"-5,7,7,1,-6,-4","-33823133,-41386080,-50244875,-60559304,-72501777,-86257808,-102026495",-120021000
3,"-6,6,-6,5,0,0","499,894,1457,2218,3207,4454,5989,7842,10043,12622",15609
5,"-5,-3,-7,-2,-7,-3","1928965,1348713,917197,603823,382509,231325,132133,70227,33973",14449
3,"-4,-7,7,7,0,0","50403,58656,67763,77766,88707,100628,113571,127578,142691,158952",176403
5,"-1,-9,-10,4,8,-7","-9254223,-12367243,-16266471,-21092181,-27000415,-34163823",-42772503
5,"-4,-6,-4,-9,-8,-9","16217600,12153704,8948828,6458936,4557080,3132320,2088644",1343888
2,"-9,1,-6,0,0,0","-1344,-1529,-1726,-1935,-2156",-2389
4,"3,-4,-7,1,5,0","1964278,2297623,2671680,3089635,3554794,4070583,4640548",5268355
2,"4,-1,-4,0,0,0","-2324,-2521,-2726,-2939,-3160,-3389",-3626
3,"-6,3,4,7,0,0","87348,99138,111944,125808,140772,156878,174168",192684
3,"10,-7,2,2,0,0","-6185,-4988,-3955,-3074,-2333,-1720,-1223,-830,-529,-308",-155
2,"-9,-8,7,0,0,0","630,503,390,291,206,135,78,35",6
3,"10,-9,-8,-6,0,0","-14641,-18148,-22175,-26758,-31933,-37736",-44203
5,"0,-8,3,3,-6,-5","-21558453,-27140476,-33822857,-41760768,-51123325,-62094188,-74872161",-89671792
2,"-2,-1,6,0,0,0","3149,3430,3723,4028,4345,4674,5015",5368
1,"-6,5,0,0,0,0","59,64,69,74,79,84,89,94",99
4,"-5,-3,8,1,-5,0","0,-5,-4,-51,-320,-1105,-2820,-5999,-11296,-19485",-31460
2,"8,-8,7,0,0,0","1112,943,788,647,520,407",308
5,"-10,4,4,3,-4,-10","-176431,-342250,-614197,-1036570,-1664563,-2565466,-3819865",-5522842
3,"2,9,7,3,0,0","-1699,-1158,-747,-448,-243,-114,-43,-12",-3
3,"-9,-5,-1,-8,0,0","-196107,-217059,-239453,-263337,-288759,-315767,-344409",-374733
4,"1,2,-7,10,-4,0","-1001350,-1192847,-1410574,-1656823,-1933982",-2244535
2,"-10,-7,-4,0,0,0","-3115,-3342,-3577,-3820,-4071,-4330,-4597,-4872,-5155",-5446
5,"1,-3,-1,4,3,-2","-5888459,-7548218,-9562453,-11985092,-14875271",-18297574
4,"-2,-7,2,-2,-3,0","-495342,-601232,-723252,-862962,-1021994",-1202052
5,"10,3,-3,-9,5,-1","-537245,-758470,-1047275,-1418084,-1887241,-2473130,-3196295,-4079560",-5148149
3,"-3,-8,3,1,0,0","7787,9037,10413,11921,13567,15357,17297,19393",21651
1,"3,9,0,0,0,0","-69,-60,-51,-42,-33,-24,-15,-6,3",12
4,"2,10,-5,-5,-1,0","-5598,-3409,-1934,-999,-454,-173,-54,-19",-14
5,"0,2,4,2,-4,4","744,3272,10360,26508,58520,115984,211752,362420,588808",916440
5,"8,3,0,9,-7,2","36290927,43173098,51061875,60063848,70292879,81870342",94925363
4,"-7,9,-7,-9,1,0","5075,2927,1523,677,227,35",-13
4,"-5,6,3,2,-9,0","-5,-3,-109,-635,-2109,-5275",-11093
4,"-7,0,1,-6,9,0","19593,33849,54749,84093,123897",176393
2,"3,6,-7,0,0,0","-5317,-5710,-6117,-6538,-6973,-7422,-7885,-8362,-8853",-9358
3,"8,9,2,-4,0,0","11250,9017,7100,5475,4118,3005,2112,1415,890",513
1,"-7,7,0,0,0,0","-105,-98,-91,-84,-77,-70,-63,-56",-49
4,"10,-10,8,3,-10,0","-3271910,-3854615,-4511874,-5249789,-6074702,-6993195,-8012090,-9138449,-10379574,-11743007",-13236530
1,"-4,-9,0,0,0,0","-220,-229,-238,-247,-256,-265,-274,-283,-292,-301",-310
4,"8,-4,-1,-3,6,0","2296158,2688356,3128768,3621192,4169570,4777988,5450676,6192008,7006502",7898820
4,"10,-2,-1,2,-5,0","-536822,-427676,-336086,-260060,-197726,-147332,-107246,-75956,-52070",-34316
2,"2,-10,-2,0,0,0","-298,-350,-406,-466,-530,-598,-670,-746,-826,-910",-998
2,"-3,5,-1,0,0,0","3,3,1,-3,-9,-17",-27
3,"-5,0,-7,8,0,0","70996,81791,93628,106555,120620",135871
2,"4,7,8,0,0,0","7414,7909,8420,8947,9490,10049,10624,11215",11822
5,"0,-7,-6,3,-4,7","-247624,-128527,-60438,-24865,-8452,-2139,-322,-13,0",-7
2,"-1,9,-5,0,0,0","-1425,-1261,-1107,-963,-829",-705
1,"-7,8,0,0,0,0","-167,-159,-151,-143,-135",-127
4,"1,9,-1,-6,-5,0","-208613,-273464,-352367,-447218,-560033,-692948",-848219
3,"-1,5,1,-10,0,0","33899,27565,22073,17363,13375,10049,7325,5143,3443,2165",1249
3,"-9,6,8,-6,0,0","-2521,-3681,-5149,-6961,-9153,-11761,-14821,-18369,-22441,-27073",-32301
4,"6,-5,-6,-9,6,0","204560,271956,354742,455096,575340",717940
1,"-2,-8,0,0,0,0","-186,-194,-202,-210,-218,-226",-234
5,"8,-4,10,5,7,-8","6414818,4559808,3161036,2128664,1385502",866048
1,"2,-5,0,0,0,0","-33,-38,-43,-48,-53",-58
3,"2,2,-3,4,0,0","-310,-139,-46,-7,2,5,26",89
